index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
610331,429,5,21/02/2014,468,1,1,0,0,5768
611515,775,3,06/02/2013,628,1,1,0,0,6877
473647,253,6,07/09/2013,522,1,0,0,0,4697
174322,1093,6,08/06/2013,726,1,0,0,0,7283
469721,595,2,13/05/2014,1515,1,0,0,0,11587
676561,776,6,30/08/2014,439,1,0,0,0,4146
365169,736,4,15/05/2014,423,1,0,0,0,3943
259183,919,6,26/04/2014,416,1,0,0,0,3629
708952,1113,2,16/12/2014,957,1,1,0,0,12817
441068,824,2,09/06/2015,913,1,0,0,0,6985
652464,962,3,24/07/2013,651,1,0,0,1,5350
645652,233,3,02/07/2014,1075,1,1,0,0,10578
322205,588,1,29/04/2013,697,1,1,0,0,7907
365806,374,7,07/12/2014,0,0,0,0,0,0
532151,901,6,26/04/2014,381,1,0,0,0,3744
562764,696,7,05/01/2014,0,0,0,0,0,0
686863,393,1,20/01/2014,755,1,1,0,0,9440
311742,1102,1,19/05/2014,855,1,1,0,0,9072
490035,226,2,29/07/2014,705,1,1,0,1,8359
161471,1029,4,18/09/2014,838,1,1,0,0,6275
597420,883,1,17/06/2013,678,1,1,0,0,6652
617092,438,1,03/06/2013,628,1,1,0,0,7077
286764,285,2,03/06/2014,463,1,1,0,0,5716
549992,871,7,23/02/2014,0,0,0,0,0,0
327706,454,5,25/01/2013,782,1,1,0,0,6627
158254,749,2,17/06/2014,819,1,1,0,0,8744
294905,1021,7,16/11/2014,0,0,0,0,0,0
110265,185,1,01/04/2013,0,0,0,b,1,0
28459,680,2,02/07/2013,823,1,1,0,1,7260
45498,867,3,13/03/2013,310,1,0,0,0,3221
493536,421,3,14/05/2014,726,1,0,0,0,5086
221695,396,2,06/05/2014,1401,1,1,0,0,13481
408549,901,3,22/05/2013,536,1,0,0,0,4856
637983,876,6,09/02/2013,249,1,0,0,0,2231
208779,1077,6,09/03/2013,346,1,0,0,0,2877
177182,486,7,12/04/2015,0,0,0,0,0,0
684126,80,6,22/02/2014,619,1,0,0,0,7649
461552,21,7,22/12/2013,0,0,0,0,0,0
28707,582,6,09/03/2013,669,1,0,0,0,5611
358719,253,5,17/07/2015,651,1,1,0,1,7243
302364,432,5,08/11/2013,1649,1,1,0,0,11768
287888,341,1,28/07/2014,727,1,1,0,1,7952
591167,610,4,13/03/2014,443,1,0,0,0,4460
596993,858,4,24/04/2014,403,1,0,0,1,4030
465400,1057,1,03/03/2014,727,1,1,0,0,8373
183724,1086,3,06/08/2014,784,1,1,0,1,8250
291385,404,4,08/08/2013,501,1,0,0,1,4726
616035,731,6,13/12/2014,954,1,0,0,0,8653
363487,441,2,05/03/2013,676,1,1,0,0,6719
269820,368,5,06/09/2013,585,1,0,0,1,5959
97919,452,6,07/06/2014,329,1,0,0,0,3248
380211,1024,4,30/10/2014,732,1,0,0,0,5192
359279,865,1,14/04/2014,769,1,1,0,1,9150
517625,158,2,14/07/2015,559,1,1,0,0,7721
424044,449,7,09/03/2014,0,0,0,0,0,0
636081,459,5,16/05/2014,1078,1,0,0,0,7983
357731,498,2,11/03/2014,821,1,0,0,0,5740
421280,169,1,24/06/2013,684,1,0,0,0,6194
460615,596,5,05/09/2014,688,1,1,0,0,5057
444479,548,4,29/08/2013,397,1,1,0,0,5526
671242,431,1,01/12/2014,1240,1,1,0,0,13015
11554,1001,3,13/11/2013,512,1,0,0,0,4523
383626,1114,4,27/06/2013,2952,1,0,0,1,17091
294173,806,2,03/02/2015,582,1,1,0,0,7604
224347,12,4,03/10/2013,0,0,0,a,0,0
6726,104,7,23/02/2014,0,0,0,0,0,0
31056,566,2,05/05/2015,596,1,1,0,0,5922
89238,694,4,06/02/2014,746,1,1,0,0,8124
652869,1070,5,08/05/2015,920,1,1,0,0,7607
334031,731,3,26/02/2014,955,1,0,0,0,8079
158523,293,4,17/04/2014,1139,1,1,0,1,10875
600297,854,7,08/02/2015,0,0,0,0,0,0
225873,670,3,06/05/2015,744,1,1,0,0,8202
380763,47,1,19/01/2015,921,1,0,0,0,6785
161307,772,6,02/11/2013,512,1,0,0,0,4603
394974,179,1,01/07/2013,1189,1,1,0,0,12671
119504,506,5,19/07/2013,968,1,1,0,0,9973
567988,902,2,30/06/2015,584,1,1,0,0,6356
37566,445,7,08/03/2015,0,0,0,0,0,0
461579,381,4,04/04/2013,984,1,0,0,0,7417
403869,375,6,25/04/2015,319,1,0,0,0,3569
101513,649,7,16/02/2014,0,0,0,0,0,0
637862,163,5,18/01/2013,1009,1,0,0,0,8076
358115,69,7,19/07/2015,0,0,0,0,0,0
636820,676,4,13/03/2014,1763,1,0,0,0,7466
432085,54,1,14/04/2014,1041,1,1,0,1,13346
662728,567,3,12/03/2014,623,1,0,0,0,4276
192204,612,3,08/04/2015,343,1,0,0,1,4408
157187,1,6,25/10/2014,539,1,0,0,1,4694
87313,612,1,29/07/2013,575,1,1,0,0,6908
398032,276,6,11/05/2013,284,1,0,0,0,2307
36937,172,7,09/06/2013,0,0,0,0,0,0
589339,417,6,04/04/2015,795,1,0,0,0,5914
490148,341,6,21/06/2014,657,1,0,0,0,5607
619577,992,7,25/08/2013,0,0,0,0,0,0
706772,636,4,23/04/2015,556,1,0,0,0,4669
453681,983,1,29/04/2013,1957,1,1,0,0,17354
131059,792,4,06/03/2014,764,1,1,0,0,8169
504770,8,7,22/02/2015,0,0,0,0,0,0
542778,355,3,04/02/2015,1103,1,1,0,0,8600
591858,1090,2,24/12/2013,448,1,0,0,1,4260
290882,844,6,09/05/2015,265,1,0,0,0,2191
616853,592,6,11/05/2013,423,1,0,0,0,3536
438080,361,2,29/01/2013,445,1,0,0,0,3593
559872,917,7,02/03/2014,0,0,0,0,0,0
307624,480,2,14/05/2013,753,1,1,0,0,7050
562583,645,2,21/01/2014,1380,1,1,0,0,12092
664657,37,4,19/06/2014,877,1,1,0,0,8731
450461,611,5,11/01/2013,484,1,1,0,0,6664
79913,141,3,04/09/2013,553,1,0,0,1,4691
343159,1099,3,01/07/2015,1187,1,1,0,0,10489
400044,490,7,20/04/2014,0,0,0,0,0,0
96318,378,7,25/01/2015,0,0,0,0,0,0
389350,543,4,14/03/2013,239,1,0,0,0,2891
131781,85,3,16/10/2013,837,1,0,0,0,5605
457741,374,3,07/08/2013,788,1,0,0,0,6583
232927,358,4,20/03/2014,1016,1,1,0,0,8713
428031,1045,6,06/12/2014,826,1,0,0,0,6195
199557,923,2,23/12/2014,763,1,0,0,1,6792
356100,594,3,04/06/2014,535,1,1,0,0,4819
419657,265,2,16/09/2014,582,1,1,0,0,5793
240694,813,1,02/03/2015,764,1,1,0,0,6984
460013,813,5,16/05/2014,590,1,0,0,0,4693
54768,295,4,23/07/2015,790,1,0,0,0,6122
524616,924,4,25/06/2015,415,1,0,0,0,4389
576927,675,4,23/10/2014,641,1,1,0,0,7177
413599,438,7,09/11/2014,0,0,0,0,0,0
506081,543,4,29/01/2015,255,1,1,0,0,3171
125798,95,5,28/03/2014,807,1,0,0,0,7028
579154,152,2,19/05/2015,691,1,1,0,0,7897
526537,980,7,21/09/2014,0,0,0,0,0,0
555892,322,6,24/01/2015,179,1,0,0,0,1648
21970,185,5,03/01/2014,604,1,0,0,1,5643
291705,992,5,15/02/2013,746,1,0,0,0,6836
509342,1001,6,07/02/2015,418,1,0,0,0,4184
540507,768,7,11/01/2015,0,0,0,0,0,0
494374,308,7,25/08/2013,0,0,0,0,0,0
52957,613,4,26/03/2015,858,1,0,0,0,5290
649236,987,6,20/06/2015,511,1,0,0,0,3693
700245,366,5,15/08/2014,568,1,0,0,1,5748
531750,653,4,21/02/2013,523,1,1,0,0,5788
67974,643,2,02/09/2014,1344,1,1,0,0,14026
448077,1061,3,04/09/2013,432,1,0,0,1,4831
13374,341,2,08/01/2013,809,1,1,0,0,8290
695140,763,6,06/07/2013,511,1,0,0,0,5630
42881,280,2,10/03/2015,480,1,0,0,0,4831
158422,527,6,07/06/2014,1077,1,0,0,0,10176
443035,656,1,20/05/2013,0,0,0,a,0,0
385837,508,1,23/02/2015,609,1,0,0,0,5572
152086,109,1,06/05/2013,775,1,0,0,0,7480
644301,335,3,04/02/2015,2996,1,1,0,0,17557
680927,73,2,14/07/2015,612,1,1,0,0,6326
174142,166,6,06/09/2014,876,1,0,0,0,6577
444194,856,4,26/06/2014,764,1,0,0,0,6092
196453,176,2,18/03/2014,689,1,1,0,0,6518
621118,594,5,05/06/2015,502,1,1,0,0,4540
133575,155,7,23/02/2014,0,0,0,0,0,0
434997,739,3,20/05/2015,903,1,1,0,0,8781
5327,1094,7,06/04/2014,0,0,0,0,0,0
430497,448,4,07/11/2013,717,1,1,0,0,8009
343509,1001,6,05/07/2014,370,1,0,0,0,3488
4586,45,3,19/11/2014,309,1,0,0,0,3699
21520,833,2,24/12/2013,510,1,0,0,1,4719
361126,376,3,24/09/2014,810,1,0,0,0,6630
683099,423,5,12/04/2013,2318,1,1,0,0,12774
407806,469,5,05/09/2014,1521,1,1,0,0,12367
457829,371,4,09/05/2013,0,0,0,a,0,0
409885,437,6,01/03/2014,956,1,0,0,0,8739
344197,213,7,09/11/2014,0,0,0,0,0,0
265891,1011,1,30/09/2013,909,1,0,0,0,6985
547406,256,1,25/08/2014,1046,1,0,0,0,7263
222272,197,3,24/06/2015,703,1,0,0,0,4931
357185,83,3,02/10/2013,378,1,0,0,0,3702
643231,658,1,24/06/2013,602,1,0,0,0,5452
671623,939,1,21/10/2013,738,1,1,0,1,8943
444014,233,5,05/07/2013,1060,1,1,0,0,10251
57727,976,6,01/11/2014,0,0,0,a,0,0
135249,896,3,27/03/2013,1255,1,1,0,1,10511
595343,949,5,04/04/2014,558,1,1,0,0,5142
436974,1055,1,06/01/2014,1201,1,1,0,0,10750
187009,1095,3,16/07/2014,782,1,1,0,0,6532
123721,897,1,13/07/2015,387,1,1,0,0,5065
372800,752,4,01/05/2014,0,0,1,a,0,0
336314,200,6,21/02/2015,863,1,0,0,0,7206
83851,868,2,07/10/2014,624,1,1,0,0,9010
39287,792,1,29/06/2015,852,1,1,0,1,10474
105287,677,1,10/06/2013,621,1,0,0,0,6303
121544,400,4,30/07/2015,1238,1,1,0,1,9454
439839,66,4,23/04/2015,491,1,0,0,0,5311
682637,1056,1,18/02/2013,348,1,1,0,0,3691
343913,64,4,04/04/2013,776,1,0,0,1,7688
537148,918,5,01/08/2014,571,1,1,0,1,5700
705619,179,5,12/07/2013,744,1,0,0,0,6134
168197,254,2,17/09/2013,182,1,0,0,0,2063
70676,517,3,22/04/2015,559,1,0,0,0,4803
138394,490,4,04/07/2013,1076,1,1,0,0,8921
353343,697,5,03/10/2014,0,0,1,a,0,0
703531,446,1,16/12/2013,1107,1,1,0,0,9815
170881,1056,7,30/06/2013,0,0,0,0,0,0
403682,999,1,14/07/2014,857,1,1,0,0,10089
31117,282,1,04/03/2013,852,1,1,0,0,8567
345673,95,7,26/10/2014,0,0,0,0,0,0
197757,870,7,05/04/2015,0,0,0,0,0,0
704798,375,1,01/07/2013,1027,1,1,0,0,10680
123171,986,1,22/12/2014,1145,1,0,0,1,10054
24559,874,3,15/10/2014,459,1,0,0,0,4094
2572,578,6,05/10/2013,829,1,0,0,0,7205
670363,780,1,10/02/2014,753,1,0,0,0,5620
474246,524,3,08/05/2013,914,1,0,0,0,9069
194472,784,4,05/02/2015,779,1,1,0,0,7155
654367,29,6,25/01/2014,612,1,0,0,0,6061
97934,259,1,11/02/2013,2014,1,0,0,0,12557
304755,888,7,13/04/2014,0,0,0,0,0,0
189733,455,2,27/08/2013,454,1,1,0,1,6859
31563,78,5,26/06/2015,444,1,0,0,0,3014
78216,721,3,24/07/2013,592,1,0,0,1,5980
645418,344,2,04/06/2013,1395,1,1,0,0,11619
37720,543,4,20/06/2013,268,1,1,0,0,3458
309695,391,1,29/07/2013,913,1,1,0,1,10384
603285,980,6,04/05/2013,480,1,0,0,0,4584
329266,1111,6,20/09/2014,229,1,0,0,0,2728
36891,314,1,12/01/2015,671,1,1,0,0,7742
624173,595,4,02/01/2014,1943,1,0,0,1,16049
318230,850,1,25/11/2013,635,1,0,0,0,5084
153139,192,3,11/09/2013,554,1,1,0,1,6683
385627,126,2,30/07/2013,707,1,1,0,1,8026
699475,528,5,18/07/2014,995,1,1,0,1,10726
198060,1044,7,05/04/2015,0,0,0,0,0,0
11788,789,5,04/10/2013,486,1,0,0,0,3950
67664,947,4,14/05/2015,0,0,0,a,0,0
134516,831,7,08/02/2015,0,0,0,0,0,0
309108,340,3,23/01/2013,676,1,1,0,0,6931
500763,433,4,17/04/2014,895,1,1,0,1,9777
566685,995,2,19/11/2013,927,1,1,0,0,10673
213175,811,7,05/01/2014,0,0,0,0,0,0
144121,79,3,17/06/2015,604,1,1,0,0,7344
255826,600,3,16/10/2013,464,1,0,0,1,4922
417593,801,3,26/11/2014,507,1,1,0,0,5735
63620,848,5,09/01/2015,866,1,1,0,0,7803
366413,1087,2,25/02/2014,520,1,0,0,0,4683
292279,26,1,03/11/2014,809,1,1,0,0,9233
68483,569,2,12/11/2013,640,1,0,0,0,4314
214903,630,6,05/10/2013,255,1,0,0,0,2140
8643,645,3,15/04/2015,1273,1,1,0,0,10773
44821,468,6,18/07/2015,879,1,0,0,0,8032
439866,221,1,01/12/2014,790,1,1,0,0,8490
51184,156,6,05/10/2013,311,1,0,0,0,2799
636604,746,1,28/01/2013,351,1,0,0,0,3634
661214,900,1,30/12/2013,619,1,0,0,1,5605
304277,665,5,18/01/2013,1174,1,0,0,0,7133
252048,145,2,14/07/2015,1306,1,1,0,0,10151
537566,1036,4,22/05/2014,450,1,1,0,0,4895
690733,138,3,24/12/2014,390,1,0,0,1,4615
547714,270,3,12/06/2013,1030,1,0,0,0,7087
103736,578,4,14/02/2013,606,1,0,0,0,5176
347438,961,6,23/02/2013,611,1,0,0,0,6055
365077,511,1,23/06/2014,769,1,0,0,0,5861
11728,1009,6,21/09/2013,459,1,0,0,0,4461
620277,317,7,08/02/2015,0,0,0,0,0,0
396042,903,4,19/03/2015,753,1,1,0,0,9790
3986,594,5,01/03/2013,463,1,0,0,0,3881
401081,942,5,30/08/2013,543,1,1,0,0,5671
530917,240,6,22/06/2013,384,1,0,0,0,3783
453634,363,6,27/06/2015,878,1,0,0,0,6541
50159,818,1,11/02/2013,501,1,0,0,0,4292
246830,409,6,22/02/2014,598,1,0,0,0,6086
158384,58,1,03/03/2014,743,1,1,0,1,9014
602035,850,3,08/01/2014,684,1,1,0,0,6517
666386,951,3,04/12/2013,749,1,1,0,0,8330
667154,915,1,02/02/2015,414,1,1,0,0,5070
43125,361,5,26/09/2014,603,1,0,0,0,5334
695532,77,3,10/07/2013,542,1,0,0,1,5004
578994,512,1,26/01/2015,1439,1,1,0,0,6177
676424,1068,3,01/04/2015,444,1,1,0,1,5332
568504,835,3,28/08/2013,614,1,1,0,1,6163
175000,705,7,02/06/2013,0,0,0,0,0,0
688415,265,2,18/11/2014,466,1,0,0,0,3869
10653,369,5,07/06/2013,673,1,1,0,0,7713
40318,1082,6,15/02/2014,826,1,0,0,0,5791
337337,182,1,15/09/2014,544,1,1,0,0,7250
471291,480,7,08/06/2014,0,0,0,0,0,0
409108,717,1,08/04/2013,777,1,1,0,0,8847
47394,119,1,28/01/2013,663,1,0,0,0,5596
237597,136,5,27/02/2015,357,1,0,0,0,4332
267106,862,6,01/06/2013,870,1,0,0,0,7407
438970,192,6,04/05/2013,738,1,0,0,0,6937
123059,251,2,13/05/2014,2296,1,0,0,0,17558
463226,974,5,31/07/2015,1713,1,1,0,0,12836
23414,538,3,26/06/2013,535,1,0,0,1,3927
546695,569,7,24/05/2015,0,0,0,0,0,0
419046,523,3,04/02/2015,1592,1,1,0,1,13098
585903,692,1,09/09/2013,1222,1,1,0,0,11296
372367,537,7,03/03/2013,0,0,0,0,0,0
505676,751,5,28/03/2014,525,1,0,0,0,4549
691799,1000,2,11/02/2014,589,1,0,0,0,5361
341927,633,3,28/01/2015,509,1,1,0,0,6384
334324,874,1,18/11/2013,506,1,1,0,0,5721
63911,797,4,26/06/2014,359,1,0,0,0,3307
4041,906,7,21/12/2014,0,0,0,0,0,0
63605,949,3,23/04/2014,470,1,0,0,1,3996
587316,250,1,28/07/2014,844,1,1,0,1,11812
71803,371,7,11/01/2015,0,0,0,0,0,0
508644,609,2,02/04/2013,542,1,0,0,1,4750
686276,620,3,15/01/2014,598,1,0,0,0,5766
533697,775,3,20/02/2013,561,1,1,0,0,5988
404752,280,3,02/07/2014,500,1,1,0,0,6018
650362,711,5,22/02/2013,550,1,1,0,0,7242
239806,799,5,13/03/2015,869,1,0,0,0,8184
691762,780,4,27/02/2014,791,1,0,0,1,6100
710575,885,5,12/09/2014,709,1,0,0,0,6314
504348,691,1,16/12/2013,966,1,1,0,0,9436
578329,708,7,10/03/2013,0,0,0,0,0,0
320836,260,1,08/07/2013,925,1,0,0,1,7685
605226,281,7,21/12/2014,0,0,0,0,0,0
693015,277,3,24/06/2015,425,1,0,0,0,4304
635609,333,5,08/05/2015,1419,1,1,0,0,11399
557281,812,6,05/07/2014,385,1,0,0,0,3220
365262,425,3,04/06/2014,459,1,1,0,0,4056
122664,969,1,14/01/2013,401,1,0,0,0,2854
105854,558,6,03/01/2015,327,1,0,0,0,2425
150490,368,7,30/11/2014,0,0,0,0,0,0
563334,265,5,14/03/2014,460,1,0,0,0,3967
116351,411,6,02/02/2013,786,1,0,0,0,8078
132315,543,5,23/01/2015,186,1,0,0,0,1799
498673,92,7,21/06/2015,0,0,0,0,0,0
433453,986,4,14/11/2013,731,1,0,0,0,5342
402840,563,5,15/08/2014,592,1,0,0,1,4967
436919,156,6,27/04/2013,375,1,0,0,0,3497
578924,205,2,05/02/2013,1113,1,1,0,1,9825
559050,1016,6,09/08/2014,378,1,0,0,0,3925
575211,884,4,16/07/2015,574,1,1,0,0,6299
397748,499,2,14/10/2014,633,1,0,0,0,4593
519996,85,7,20/04/2014,1257,1,0,0,0,8394
698294,831,2,28/01/2014,1473,1,0,0,0,10696
241150,930,7,15/06/2014,0,0,0,0,0,0
199038,293,7,13/07/2014,0,0,0,0,0,0
337681,463,2,26/02/2013,835,1,0,0,0,4734
607037,118,2,24/12/2013,447,1,0,0,1,4600
646882,561,2,01/01/2013,0,0,0,a,1,0
218862,355,5,25/04/2014,941,1,0,0,1,7699
276981,408,3,15/07/2015,527,1,1,0,0,6440
77607,245,1,18/11/2013,1299,1,1,0,0,11480
453871,588,4,14/05/2015,0,0,0,a,0,0
519188,341,4,10/10/2013,780,1,1,0,0,7704
209711,88,5,17/05/2013,709,1,1,0,1,6450
559058,245,6,07/02/2015,952,1,0,0,0,8194
49436,851,5,08/11/2013,533,1,1,0,0,5087
375140,700,1,24/03/2014,514,1,0,0,0,3980
44514,515,4,12/02/2015,724,1,0,0,0,6167
623665,299,4,17/07/2014,946,1,1,0,1,8600
334950,1034,7,21/07/2013,0,0,0,0,0,0
451547,929,3,02/10/2013,737,1,0,0,0,6001
322802,187,2,24/03/2015,775,1,0,0,0,6418
446996,768,5,02/05/2014,1911,1,1,0,1,19766
359284,727,1,06/07/2015,511,1,0,0,0,4534
301749,444,2,15/04/2014,1677,1,1,0,0,13670
447052,3,1,04/11/2013,832,1,1,0,0,8627
388936,321,5,31/10/2014,0,0,0,a,1,0
165393,1004,6,18/05/2013,448,1,0,0,0,4515
215837,749,6,08/02/2014,274,1,0,0,0,2599
347573,1067,7,03/11/2013,0,0,0,0,0,0
314047,87,7,19/07/2015,0,0,0,0,0,0
52259,480,3,26/03/2014,585,1,0,0,0,4635
523188,233,1,02/06/2014,1290,1,1,0,0,13299
296668,945,4,02/05/2013,703,1,1,0,0,7853
151089,177,4,27/06/2013,458,1,0,0,0,3743
485617,629,3,26/03/2014,520,1,0,0,0,4708
439026,128,2,03/06/2014,671,1,1,0,0,6854
101162,1008,6,16/05/2015,584,1,0,0,0,4509
659253,811,6,30/11/2013,1125,1,0,0,0,9202
509609,1028,6,01/02/2014,402,1,0,0,0,3294
190208,61,6,20/06/2015,591,1,0,0,0,5329
107401,579,1,01/04/2013,0,0,0,b,1,0
158525,1030,3,01/05/2013,0,0,1,a,0,0
82173,515,1,29/12/2014,870,1,0,0,1,7829
384745,246,3,11/09/2013,1018,1,1,0,0,8184
445139,980,5,09/08/2013,517,1,0,0,1,5061
62944,615,1,30/06/2014,1666,1,1,0,0,15170
403845,702,3,23/10/2013,383,1,1,0,0,4314
47007,1099,2,15/10/2013,681,1,0,0,1,4789
35107,1001,7,22/09/2013,0,0,0,0,0,0
14437,487,1,27/07/2015,805,1,1,0,1,10539
382976,621,2,14/07/2015,918,1,1,0,1,7658
180560,396,5,05/09/2014,1080,1,1,0,0,10100
490163,964,1,23/02/2015,935,1,0,0,0,8156
608546,313,6,10/08/2013,488,1,0,0,0,4576
517543,595,3,17/12/2014,2304,1,1,0,0,22636
707253,234,5,02/08/2013,954,1,1,0,1,8418
246556,487,1,15/12/2014,1015,1,1,0,0,10582
231232,94,1,02/03/2015,876,1,1,0,0,10368
112042,896,6,16/02/2013,1041,1,0,0,0,6857
547678,819,1,07/01/2013,707,1,1,0,0,8906
604948,565,2,20/01/2015,702,1,0,0,0,5034
609437,950,5,13/02/2015,597,1,0,0,0,5905
207294,515,6,05/04/2014,858,1,0,0,0,9205
323981,79,2,26/05/2015,581,1,0,0,1,5959
335698,747,4,11/07/2013,677,1,0,0,0,6224
464698,487,1,13/10/2014,554,1,0,0,1,5583
678707,128,1,23/02/2015,542,1,0,0,0,4699
478028,779,4,06/06/2013,723,1,1,0,0,6310
265822,141,5,26/09/2014,535,1,0,0,0,4753
548406,85,5,20/12/2013,1124,1,1,0,0,8982
267806,841,1,02/06/2014,603,1,1,0,0,6129
447846,980,1,11/08/2014,515,1,0,0,1,5087
224569,497,4,05/03/2015,1175,1,1,0,0,9655
597312,677,2,20/05/2014,613,1,1,0,0,7813
488396,748,4,25/04/2013,467,1,1,0,0,5569
442221,818,7,22/06/2014,0,0,0,0,0,0
313108,557,4,17/10/2013,723,1,0,0,0,5471
671428,896,4,06/03/2014,1065,1,1,0,0,7547
110614,473,1,01/06/2015,667,1,1,0,0,7188
391488,827,5,20/02/2015,1569,1,1,0,0,12487
126370,166,3,02/01/2013,893,1,0,0,1,6884
258510,399,1,31/03/2014,883,1,1,0,0,8130
382426,905,3,11/03/2015,941,1,0,0,0,8276
69240,906,6,17/01/2015,1090,1,0,0,0,8822
40920,205,7,29/06/2014,0,0,0,0,0,0
504114,834,7,24/05/2015,0,0,0,0,0,0
114803,583,3,29/07/2015,438,1,1,0,1,4870
606936,942,4,20/11/2014,396,1,0,0,0,4570
237969,346,6,11/10/2014,473,1,0,0,0,5112
352124,625,1,29/09/2014,763,1,1,0,0,8974
471995,611,4,30/01/2014,435,1,0,0,0,4454
596318,407,5,01/03/2013,317,1,0,0,0,3617
433362,911,5,28/02/2014,954,1,0,0,0,7908
439511,431,5,16/01/2015,1079,1,1,0,0,10580
194416,38,7,30/03/2014,0,0,0,0,0,0
198151,709,2,17/12/2013,1670,1,1,0,0,13826
441689,794,2,04/02/2014,533,1,1,0,0,4865
30667,1039,7,24/11/2013,0,0,0,0,0,0
390599,726,5,25/04/2014,900,1,0,0,1,8594
322584,16,7,20/01/2013,0,0,0,0,0,0
229225,149,7,30/06/2013,0,0,0,0,0,0
698786,44,1,19/01/2015,566,1,0,0,0,4230
535071,85,2,13/01/2015,920,1,1,0,0,7089
184470,422,1,03/06/2013,492,1,1,0,0,4685
174688,550,1,13/01/2014,387,1,0,0,0,4147
77733,851,3,30/01/2013,379,1,0,0,0,4029
633656,213,2,10/06/2014,689,1,0,0,1,7707
488347,324,6,27/12/2014,442,1,0,0,0,4588
644090,751,1,19/05/2014,802,1,1,0,0,8522
319129,695,1,25/02/2013,420,1,0,0,0,4281
63791,173,3,11/12/2013,990,1,0,0,0,7621
528442,525,5,28/02/2014,888,1,0,0,0,8625
414876,153,2,22/04/2014,614,1,0,0,1,5589
611971,211,6,17/08/2013,1024,1,0,0,0,8703
53480,993,4,03/04/2014,768,1,1,0,0,7471
429278,525,5,19/06/2015,810,1,1,0,0,8544
626372,172,7,17/03/2013,0,0,0,0,0,0
196866,404,2,12/08/2014,488,1,0,0,1,4543
255020,892,5,08/03/2013,1005,1,1,0,0,8760
258878,654,2,09/09/2014,695,1,0,0,0,5665
198393,1022,3,22/10/2014,823,1,1,0,0,7796
419945,55,7,05/04/2015,0,0,0,0,0,0
683630,534,2,18/03/2014,589,1,1,0,0,6609
247041,627,4,09/07/2015,620,1,0,0,0,5483
31761,778,1,26/05/2014,723,1,0,0,0,5627
254747,1058,4,11/12/2014,671,1,0,0,0,5930
702009,260,6,14/09/2013,839,1,0,0,0,6500
552762,1032,4,17/01/2013,1064,1,0,0,0,9017
539252,132,4,19/06/2014,0,0,1,a,1,0
154599,42,6,01/06/2013,962,1,0,0,0,8242
438662,581,6,12/01/2013,297,1,0,0,0,2336
54042,187,2,15/10/2013,743,1,0,0,1,6454
596439,911,7,09/02/2014,0,0,0,0,0,0
201632,997,2,18/06/2013,345,1,1,0,0,4485
293188,485,4,14/02/2013,317,1,0,0,1,3171
164531,355,6,03/08/2013,894,1,0,0,0,6908
542772,153,4,02/01/2014,608,1,0,0,1,5482
317376,544,6,06/04/2013,1353,1,0,0,0,10930
302999,1086,2,01/07/2014,1039,1,1,0,0,11243
182448,971,7,14/04/2013,0,0,0,0,0,0
607236,335,1,23/02/2015,2506,1,0,0,0,12336
539888,276,5,21/03/2014,596,1,1,0,0,5916
172543,530,2,11/03/2014,472,1,0,0,0,3520
549109,366,5,03/05/2013,700,1,1,0,0,8407
332181,256,7,22/12/2013,0,0,0,0,0,0
523540,1105,1,06/07/2015,537,1,0,0,1,4673
193563,699,4,08/08/2013,957,1,0,0,1,8572
579349,978,5,23/05/2014,1007,1,1,0,0,8245
6383,857,1,26/05/2014,781,1,0,0,0,6005
22178,307,7,08/12/2013,0,0,0,0,0,0
696691,436,1,13/10/2014,591,1,0,0,0,5131
498880,767,3,17/06/2015,580,1,1,0,0,6178
249455,641,7,02/11/2014,0,0,0,0,0,0
118406,26,4,19/03/2015,646,1,1,0,0,6625
581689,664,6,26/01/2013,379,1,0,0,0,2614
705142,191,4,06/02/2014,689,1,1,0,0,7113
357616,865,1,27/05/2013,717,1,1,0,0,7419
627291,109,6,04/01/2014,694,1,0,0,0,6536
240928,444,6,30/11/2013,2201,1,0,0,0,16713
597592,368,4,02/05/2013,805,1,1,0,0,11227
675479,71,4,21/11/2013,738,1,1,0,0,8469
315237,47,4,28/05/2015,799,1,0,0,0,5894
482966,521,3,13/03/2013,293,1,0,0,0,3027
217574,903,1,27/05/2013,883,1,1,0,1,12081
122580,918,5,25/07/2014,505,1,0,0,1,4940
267080,1031,7,18/08/2013,0,0,0,0,0,0
555105,826,1,17/11/2014,805,1,0,0,0,7232
513117,965,5,23/05/2014,892,1,1,0,0,8819
479694,298,4,23/04/2015,567,1,0,0,0,5254
308891,1071,2,18/11/2014,708,1,0,0,0,5262
151332,165,1,23/12/2013,765,1,0,0,1,5668
575732,245,2,14/05/2013,1032,1,1,0,0,8952
478687,128,4,28/11/2013,537,1,0,0,0,4751
54776,641,1,01/04/2013,0,0,0,b,1,0
668392,730,6,13/06/2015,751,1,0,0,0,6892
621144,339,3,03/06/2015,823,1,1,0,0,7635
648670,99,2,29/01/2013,276,1,0,0,0,2784
657230,195,2,20/05/2014,1367,1,1,0,0,11970
305336,889,7,29/03/2015,0,0,0,0,0,0
455338,165,4,21/05/2015,412,1,1,0,0,3888
43907,15,5,03/05/2013,732,1,1,0,0,7035
235292,408,6,26/01/2013,512,1,0,0,0,5193
224393,145,4,15/05/2014,1005,1,0,0,0,7150
